Emotion,Text
sadness,leutik teu sedih pak ningali rakyat palestina di tembakan dina hate
sadness,kiat nahan cai soca ninggal foto aki
anger,biasana ge jumatan sateh goblog giliran dititah jumatan di imah pahela hela ka mesjid bagong siah
fear,cijahanya pedalaman pisan uka nganter ka imahna peuting keeung peuting
joy,hahaha dikirim ku abdi coet lenang jeung tulang na hungkul adiristandinya kang meuni nikmat alhamdulillah wkwkwk
sadness,ngeclak cai panon teh geuning gusti
sadness,di halte beus tadi pas k r ngiuhan kota aya tkang barangmaen sarua ker ngiuhan meuni asa karunya ku aku teh diber weh dua rebu bari ditanya pak ari sadinteun na kenging sabaraha pekteh sapoe na menang 325000 jol ngadadak jadi malik karunya kadiri sorangan euy
anger,apa atuh ini teh kekinians tapi keblinger cik atuh lah nga adminan akun official persib teh rada baleg saeutik mah jangan kayak gini caranya jangan malu2in ya punteun ini mah
anger,aing etamah min nyindir caritana baku hantam nyok
anger,geus atuh tong mewek kucinta atuh bro geuleuh siateh jalu maenya jalu mewek goblog lemah
sadness,kapungkur ningali na jadi sedih min inget ka rerencangan pagawean teh ngaliwet sisi wahangan kaleresan kuring urg lembur ayena tos pada karolot kie neangan hirup masing tos langkung 20 thn teu parendak
joy,waduuuuuhh awak asa coplok hate bungah kacida 
sadness,niat hati ingin nulungan kalah dititah nalangan tungtungna nalangsa da teu di bayar bayar hutangna kangeunahan 
anger,sakapeung sok hayang neunggeul jelema supat sepet teh
anger,dina oli meni rariweuh geuningan cik caricing sateh bisi di galey urut
anger,nyaho sia mun aing ambek sia ge bakal sangsar
fear,ayang balik betee sieun nempo kamar mayat 
joy,di kolom reply banyak banyolan orang sunda nuhun gusti ngakak abdi
anger,sia ngomongna rek ayeuna milih aing mun sia putus jeung nu buktina sia kanu sejen koplok lah ngahuntu hungkul siamah
anger,bodo sateh meni hayang nakol nyaho di titah cicing kehed di imah
joy,asa bingah ningal seueurna investor asing nu tertrik kana dedimulyadi71pariwista pwkrta nyaah ka kang layak jd bp pmbngunan pwkarta 
anger,hakan goblog sia matak jadi lalaki kanjut sia kandangan meh luar leor kamana mana
joy,nuhun ieu abi nyakakak tos lami diperantauan mendak basa ieu nembe
joy,aslina ngeunah seuri ieu ge nuhun hiburan na mah deuk ngajak ribut tatangga teu jadi gara2 ngeunah seuri tadi
anger,nya meunggeus atuh goblog kumaha sia wae lah paduli bagong
sadness,pagi2 dah dibuat cirambay terharuu aing huh
sadness,ni karunya eta si neng sing sabar neng da moal lecet saukur ngantosan dugi ka sasih boboran
fear,nya eta parah pisanpernah basa eta didinya untung katahan keneh jaba ker tarik jeng sanes eta wae pokona jalan soreang arah ciwidey atau sabalikna banyak lubang pisan palaur tos seer korban soalna
sadness,inget ka kolot inget ka kolot ukur bisa ngabayangkeun poe ieu kuring nyegruk dina lahunan pun indung ngedalkeun kabeungberat lalakon hirup jeung peurihna hate menta rido nu jadi indung jeung bapa najan geus jadi kodratna tinu kawasamah hampura abdi 
joy,abdi meuni bungah pisan poe iue
joy,bungah ningali keakraban bobotoh jakmania beberapa wkt terakhir ieu kudu muluk muluk berharap damai segera terwujud biarkan mengalir weh secara alami gausah dibuat buat
anger,paduli lah aing mah mantan pdkt an sia ges kolot ek sagede kmh ge wani aing mah di galey ku aing masing badag ge anjing 
sadness,inallillahi mudah an aya korban bener nya harta mah aya nanaonan dibanding kuasa alloh mah
sadness,sayang anjen ngadangu ngajerit hate neng ngarepkeun anjen balik deui
anger,puntenan pisan ieu ka cimanuk mah cik atuh anyinc setan iblis babi bagong batur th malodar garoblog ecreug geura bisi palidkeun jin iprit neleu kalakuan saria siga kieu mah wereu blog ehh gusti ampun ka pangeran
anger,kumaha kabarna ufo lia eden aya can mun aya buru pindahkeun kana babangus si lia eden na musingkeun di monas
fear,teu niat mreun jd marengan nana sahayuna ih anjir muringkak ulah ulahna kyk gitu
joy,ajig ngadon babarakatakan kieu ningali persib teh ieu mah eweuh tegang tegang na
sadness,gusti sim kuring teu gaduh kawasa nanaon anu dipikahoyong ku gusti kuring teu tiasa ngahindar gusti kuring sumerah ka anjeun 
joy,mah geus make sarung teh sok atoh naha nya embung weh muka sarung teh padahal geus di sunatan namah ti leutik keneh ayeuna
sadness,duka kunaon ieu cai soca teu taun liren liren ngucur dina shalat ied boboran ieu asa seeur lalampah anu awon teh hampura samudaya kalepatan
anger,ceuk aing mah nu engges mah engges weh atuh goblog montong di ungkit kanyenyerian silih doakeun lain silih ngagogoreng
anger,yeeeh nya budak teh teu beunang pisan dibejaan geus heup heula geura uulinan na peperiheun engke kalah gering sateh nu balangsak teh lain sia hungkul bebel nepaan batur engke nyusahkeun sarerea kehed teh 
fear,soak guludug meuni badag siga batuk setan 
fear,yah gitu sieun atu jadi kenyataan ciga kieu ke ngahuleung tarik
anger,ges ateul hayang neungeul bebengok sia hyang ngabuburak
joy,kamari ge cenah poe mamak urang mangmelikeun bunda kebab jeung ngagofood double cheese burger mcd ge si bunda kuatka bungah padahal ngan saukur makanan
anger,bagong kunaon kudu aya tiktok sih pusing anjing ngadengekeun alo nyetel musik tiktok goblog teu ngeunah ngajedog bangsat
joy,mun aya nu nanya mah ceritana oge sambil seuseurian tuda lucu weh kitu meni bisa ka hipnotis kos kieu teu nyangka ayeuna
joy,persib kengeng jerman kengeng bungah te
joy,enbae bieu loba hikmahna mah aslina nuhun gusti nuhun
fear,meni pikasieuneun kitu nya kinten2 sabaraha minggu tah teu ibakna 
joy,alhamdulillah pami tos sodakoh aya babalesna langsung anu langkung nuhun gusti nu agung jumat ieu berkah
joy,nembe gugah kulem langsung cikopidud alah meni nikmat siah boy
sadness,sedih siah ningali beungeut coach indonesia tegang begitu huhuhu
sadness,ayeuna atuh abdi ngan tiasa tarik ambekan mikir perkawis anu positip wae tacan keneh sanggem kaayaan sepertos ieu anu midamel abdi gelisah sarta hanjelu sadaya barobah kaayaan hiji teu aya jalmi anu tiasa teurang kaayaan kuring
anger,sok keuhel lamun ninggali aya keneh nu mceun runtah sakahayang
fear,keeng kieu jaga mesin 5 posisi ku sorangan di pabrik
fear,kaluar imahna ge sarieun kieu
joy,ningali kamu putus jeung kabogoh na nu goreng patut itu ibarat maehan balak 6 jeung balak 0 bungah anjir aslina
sadness,ikhlas tapi masih teu wasa ningal fotona wilujeng bageur mugia sing ditempatkeun dina tempat anu sakuduna
joy,ya allah gusti aya we pikaserieun teh
joy,nuhun pisan ieu ngeunah seuri bangsat
anger,bagong corona nyusahken si anjing
fear,aya naon coba jeung lembur abi seeur keluarga janten asa hariwang kieu 
fear,hujana meuni gede tur palaur ku petir mudah2an citarum teu luber
sadness,sedih banget ya alloh karunya teuing teu aya nu jajan sing sehat selalu mang lancar rezekina amin
sadness,abdi nempo setatusna bari nyurucud karuar cai soca teu kiat abdi nu nalangsa emut kana seratannana derrys
joy,si karen aman ga asa trouble alhamdulillah reugreug ya allah
fear,pen pake sepatu baluu tapi ek keluar ge sararieun kieu euy tapi kemarin liat jati kopi rame bet teu sarieun kitu jelema
sadness,mah mamah ka mega kudu kuat mamah kudu sembuh pokokna mah mega yakin mamah karunya pan jeng ka mimiy hayu mamah gugah arurang masih butuh mamah
sadness,ngawadul jeung adi ngabahas man hanna nu rek lulus smp r k lanjut kamana jeung hayang ka hareupna kumaha bieu ningali r spon man hna kuat teu wasa sabab manehna geus gede deui wa jeung urang can jadi conto anu bener
anger,ti manado ngadagoan sia balik anjing mni lila da di galey ku aing gra deleken siah nu ngaran usup tah ku aing moal di bere ampun sia
fear,naha jadi loba begal siang2 anjir sararoak 
sadness,sedih kieu nempona panjang umur barokah selalu sing aya rezekina seluruh pejuang nafkah
sadness,rada nyeredet kanu manah ngadangu suara bebeledagan petasan teu tiasa ngempeul sreng kluarga 
anger,pra kirana brudak eta ngalunjak mah uang galey ku aing moal era wawuh
sadness,nineung baheula mah harga garpit teh 3000 meunang 2 batang ari ayeuna mah ci teteh warung nugeulis itu teh ges di kawin ku batur 
joy,sok meni atoh ningali pemuda nu kitu teh
sadness,euy ai ti imah gering di kosan sok sararedih jauh heg duit ni seret ditambah jomblo namah
sadness,diuk sambil moyan teu karasa cai soca nyurucud ras ingeut ka manehna kopi jeung garpit nu dina jojodog jadi saksi geuning jeung geuning
sadness,innalillahi dipundut kunu rahayu dicandak kunu kawasa sasat di tongtak dipulut ku izrail malakal maut deudeuh teuing kang didi petet
anger,lamun deuk ngruskeun hirup aing ulah kagok sakalian atuh biayaan aing bere pasilitas ulah ngan saukur ngahuntu hungkul goblog 
joy,duh meni asa genah pisan ieu manah teh bungah kacida alhamdulillah 
joy,subhanallah meuni nikmat masak nasi merah goreng asin sepat gurilem pedas plus nu juarana mah semur jengky kiriman tatanggi alhamdulillah 
sadness,tos atuh corona nya saredih puasa teh di iringan corona
joy,olahraga cape mandi air anget nikmat dunia
fear,ka tebing breksi saya kaditu pas backpacker ka jogja nyalira tujuanna bade tapi pas jalan uih ka kota deui ningali plang candi ratu boko dongkap rada sonten emang rada muringkak sih
sadness,bari ngusapan tonggong si mamski teh teuing kunaon rarasaan teh nyaman ai geus diusapan ku si mamski teh nu asalna biasa wae jadi sok saredih aing ka kamar loba kenangan di kamar eta foto foto alika puisi puisi aing keur alika teu kuat aing ceurik deui di kamar
anger,lamun deuk ngruskeun hirup aing ulah kagok sakalian atuh biayaan aing bere pasilitas ulah ngan ngahuntu hungkul goblog
joy,ngadon seuri ah ngeunah ieu bodor na hahahaha
joy,kunaon ari timimiti kaptenna mas har teh sok atoh jeng optimis
sadness,allahuakbar kecelakaan depan mata deudeuh neng pke motor kesenggol mobil depan hotel bananainn setiabudi
joy,asli aku seuseurian wae liat itu aku ge rek miluan challenge eta meh org yg anti makin keseel 
fear,urang sok sering ngimpi nu geus maraot atau aya babaturan nu maot heg isukna sok kabeneran aya kabar duka sarieun anjir 
sadness,ku tirisna oge tos teu walakaya teu di lembur sareng banjirna ka dulur ka baraya di kota
fear,ieu jangkrik saha meuni tarik disada na jadi keeung huuu
sadness,ya allah sukma rasa jisim abdi tenangkeun deui ieu hate sing di tebihkeun ti para istri nusok pura pura bogoh padahalmah ngan karunya hungkul ieu hate asa rajet teu aya hargaan deui ya allah
fear,akika gak mungkin ke sana atuh ari iyey eeiiimmm ni sieun ngadenge satpol pp teh
joy,ningali senyum maneh oge urang mah bungah komo deui lamun eta senyum ka urang
joy,berkah dari corona udara kotor jadi kurang pisan alhamdulillah menghirup udara lihat si adit alus si eta dina transport jadi ka lingkungan emang berkesinambungan edannnn urang senang juga sebagai pesepeda abal abal yang mencari konten sg eh banyak yang ngikut sukakkkk
joy,asa raos lalampah liverpool kengeng mah nuhun gusti dinteun iyeu meni bungah pisan teu saat2 kabungah abi nuhun liverpool
joy,resep gusti ningali tl seer nu maroyan alhamdulillah kenikmatan kecil yg bermanfaat namun sukit di lakukan ketika rutinitas sedang padat sing sarehat sadayana sing tiasa melalui fase sulit ieu 
fear,sama siah aku juga mual mau test tubex tapi sieun positif tubex nya
anger,telat goblog pinafsueun wae sia mah
sadness,hate mh ngajerit tp da teu cukup ku ngajerit hate
sadness,hyng ceurik ngajerit hate th sbner nmh
joy,alian pernah manggih duit tina pesak calana nu geus lila aing bieu men manggih majuta ni asa bagja euy aslina
sadness,ngawadul jeung adi ngabahas man hanna nu rek lulus smp r k lanjut kamana jeung hayang ka hareupna kumaha ningali r spon man hna kuat teu wasa sabab manehna geus gede deui wa jeung urang can jadi conto anu bener
fear,udah dirumah sorangan terus di dekat rumah saya ada yang inalilahi asa keueung 
fear,mah hayang ngadongeng jurig tapi bakating ku serem eta dongeng kami nu ek nyaritakeun na ge jadi sieun muringkak jadi weh tadina
sadness,sedih pisan 2x45 full nangtung di tribun timur pang luhurna pdhal meli tiket sarua siga batur tp teu menang korsi pasedek sedek oge
sadness,ngabatin kieu meni asa era kieu keneh wae 
joy,jadi aya kabagjaan batin anu karasa setelah seharian berperang menahan rasa haus jeung lapar nuhun gusti nikmat wilujeng buka puasa bobotoh
fear,anjiiiir sumpah ngabirigidig yeuh bulu kuduk sieun 
joy,aslm alaikum sampurasun pak wali bingah ningal pupuhu nyontoan ngamumule budaya sunda nepangkeun ti sim kuring
joy,ngeunah seuri ngeunah seuri sareng barudak pat 01 mah hahaha alhamdulillah
sadness,karunya ayena mah terlunta lunta dibandung atau luntang lantung
anger,teu paham pemikiran na sa bajingan aing sa begundal aing sa bangor na aing teu nepi boga pemikiran kieu bangsat teu sieun ka malaikat meuren sia teh aduh anjing ih bangsat babi binatang
sadness,mangkat macet teu maju teu mundur alhasil motor fi simpen di deket sawah asup menjelang akhir babak 1 eh aliraan babak ka 2 na sedih kahujanan ban bocor balikna endah pokonamah iyeu
joy,bieu alhamdulillah hahahahahahaha bari seuri asa bodor mah da antique
anger,mun aing jadi pemain mengbal atawa jadi pemain persib sakali hayang neunggeul si ismed duli rek di kartu merah ge
joy,urang geus bagja boga babaturan siga ddnya jd tong menta leuwihnya 
fear,aink ge sieun ieuh bulu kuduk geus narangtung ieuh
joy,kami fokeus di afc hahahahaha ngeunah seuri kieu padahal geus make jurus undur2 dan jurus nyali nyali alasan 
joy,nonton angger hayang seuri kumaha atuhnya da sekeluarga raresep ucing diditumah
anger,si uni ari nyablak teu inget ka paeh maneh uni yeuh dengekeun ku jejewir tah sa goreng2 pak jokowi eta teh president nu kudu di hormati teu jiga sia geulis oge percuma ari sungut jiga bukrem mah sia teh dsr teu eling maneh teu uyahan pisan jadi jelema teh sia
fear,kalem ath moal ng stalk deui da sieun v ngabirigidig
anger,awas sia setan damri mun patepung irung jeung aing di galey ku aing jeung aci 
sadness,batin ngajerit hate ngoceak perih lewih tipering nyeri emang karasa aitos kedah kumaha nasib mungkin
sadness,nepi ka bisa balikna 1 banjir masih tinggi daerah sapan arah majalaya kumaha ieu karunya minggu anu d imah
anger,wayahna bobotoh kudu nga unsubscribepersib kieu carana mah bobotoh diancam live batal mun subscriberna teu 700k balik ancam weh unsubscribe akun persib slogan bobotoh adalah nafas dikartu member persib teh liang waduk nu aya cekik nafas bobotoh
anger,kajeun teuing paeh ku urang jawa dari pada d remhkeun mah moal ingkah aing makh centang ku aing
anger,lah wkwk sia teh saha anjing riweuh pisan antil tumorow antil tumorow babi
fear,okelah mati lampu gapapa tapi jangan mendung lah keeung pisan ya allah
joy,demi alloh lega plong seedan2nya nuhun gusti nuhun persib nuhuuunn
sadness,sedih ningali persib ayeuna gusti berkurangnya mah keras tp kitu2 keneh tos kabaca
fear,aku kalo inget tahun 2018 suka muringkak
fear,sok asa sarieun ninggal tth harkor teh
sadness,bray jirim anjeun ngarongheap dipasieup imut nu ngaruntagkeun jajantung sajongjongan lelembutan kasirep teuteup nu teu weleh meungkeut kuring sumerah teu walakaya jadi tawanan nepi ka ayeuna 
joy,masyallah bungah na uing ningali nu kie
fear,cijahanya pedalaman uka nganter ka imahna peuting peuting keeung
anger,biasana nu hese bebel daek cicing di imah teh rata lalaki siga nu kuat wae eta imun lamun geus geuring weh minta tulungan na ka awewe cing athu para lalaki ngajedok di imah ulah bikin ripuh
anger,nuhun nuhun atuh saria teh kehed euweuh syukuranna rudet
anger,boga kolot teh anjing gawena aambekan naon saria ijid ka aing yeuh atuh anjing bunuh aing sakalian
joy,alah asa karasa baham saya ngadak ngadak calangap cacalawakan hayang ngabarakatak mantapp kang adang 
sadness,nungguan 4 ujungna kieu saredih kieu gusti kalian mun dikieukeun bakal sedih euy taun
anger,ngajak gelut ih si bagong
sadness,nonton impian di trans tv subhanallah cai soca teu ka tahan 
sadness,ah ajig hayang leweh bisa indit ka drums day aaaah hayang ceurik
sadness,raheut kie aslina kanu manah
sadness,innaalillaahi wainna ilaihi roojiuun mugi2 di paparin ka tabahan manahna di salametkeun jiwana sadayana sareng mugi sabar nampi kana musibah ieu
anger,ampun sia meni teu bisa di keheula keheula aing teh lain ngababu ataupun holiday tai teh aing aya tugas isuk isuk dititahan di keheula keheula gandeng pisan sungut teh rawing anying ka imah
joy,asli aku seuseurian liat itu aku ge rek miluan challenge eta meh org yg anti makin keseel
anger,pulang atuh teh ai kamu nanaonan cicing kuatka 3 jam sok uih nya teh enke jalmi na urg kadek weh aral kieu aing mah gusti kuatka teu ngahargaan
joy,allhamdulillah jalmi anu sasarengan sareng abi ayeuna ageung kasabaran seer ngelehan hnt egois hnt ngutamakeun hobby hnt cuek ajeuna bisa sabar tina sagala tingkah abi anu awon sarrng bbudakeun
